Wow!	Vau!
This is my third marriage.	Ovo mi je treći brak.
This isn't drinking water.	Ovo nije voda za piće.
Those girls are very busy.	Te devojke su veoma zauzete.
Tom can understand French.	Tom razume francuski.
Tom can't write very well.	Tom ne ume da piše dobro.
Tom can't write very well.	Tom ne ume da piše lepo.
Tom couldn't see anything.	Tom nije video ništa.
Tom couldn't see anything.	Tom nije mogao da vidi ništa.
Tom died almost instantly.	Tom je umro skoro istog trena.
Tom goes to school by bus.	Tom ide u školu autobusom.
Tom has always been a pig.	Tom je oduvek bio svinja.
Tom is Mary's grandfather.	Tom je Merin deda.
Tom is Mary's grandfather.	Том је Мерин деда.
Tom is a bundle of nerves.	Том је напет као струна.
Tom is a bundle of nerves.	Том је на ивици живаца.
Tom is completely unfazed.	Том је потпуно хладнокрван.
Tom is right here with me.	Tom je odmah pored mene.
Tom is very sophisticated.	Tom je veoma sofisticiran.
Tom is wearing a new coat.	Tom nosi novi kaput.
Tom is writing a new book.	Tom piše svoju novu knjigu.
Tom isn't himself anymore.	Tom više nije svoj.
Tom seemed rather nervous.	Tom je delovao dosta nervozno.
Tom taught me how to read.	Tom me je naučio kako da čitam.
Tom taught me how to read.	Tom mi je pokazao kako da čitam.
Tom thinks he has the flu.	Tom misli da ima grip.
Tom thought Mary was cute.	Tom je mislio da je Meri slatka.
Tom thought Mary was dead.	Tom je mislio da je Meri mrtva.
Tom was Mary's first love.	Tom je bio Marijina prva ljubav.
Tom was sitting behind me.	Tom je sedeo iza mene.
Tom wasn't very energetic.	Tom nije bio veoma energetičan.
We are brother and sister.	Ми смо брат и сестра.
We have a serious problem.	Imamo ozbiljan problem.
We have a serious problem.	Имамо озбиљан проблем.
We should go to the party.	Trebalo bi da odemo na žurku.
We've been lucky, I think.	Mislim da smo imali sreće.
Were you talking about me?	Da li si pričao o meni?
Were you talking about me?	Da li ste pričali o meni?
Were you talking about me?	Da li ste razgovarali o meni?
What I saw was depressing.	Ono što sam video je bilo depresivno.
What I saw was depressing.	Ono što sam video je bilo obeshrabrujuće.
What I saw was depressing.	Ono što sam videla je bilo depresivno.
What I saw was depressing.	Ono što sam videla je bilo obeshrabrujuće.
What am I supposed to say?	Šta da kažem?
What am I supposed to say?	Шта да кажем?
What do women really want?	Šta žene zaista žele?
What do women really want?	Шта жене заиста желе?
What else are they hiding?	Šta još kriju?
What school did you go to?	У коју школу си ишао?
What school did you go to?	У коју си школу ишао?
What school did you go to?	U koju školu si išao?
What school did you go to?	U koju si školu išao?
What was I worrying about?	O čemu sam se brinuo?
Where I am doesn't matter.	Nije bitno gde sam.
Where I am doesn't matter.	Није битно где сам.
Where I am doesn't matter.	Nije važno gde sam.
Where I am doesn't matter.	Није важно где сам.
Where has Tom been hiding?	Gde se Tom krio?
Where has Tom been hiding?	Gde se krio Tom?
Who are you trying to kid?	Koga pokušavaš da prevariš?
Who are you trying to kid?	Koga pokušavaš da nasamariš?
Whose handwriting is this?	Čiji je ovo rukopis?
Whose handwriting is this?	Чији је ово рукопис?
Why do you do what you do?	Zašto radiš to što radiš?
Why is Tom wearing a coat?	Zašto Tom nosi mantil?
You can't hurt me anymore.	Više ne možeš da me povrediš.
You can't hurt me anymore.	Više ne možete da me povredite.
You kind of look like Tom.	Pomalo podsećaš na Toma.
You know better than that.	Другом ти то!
You know better than that.	Drugom ti to!
You'll be absolutely safe.	Bićeš potpuno bezbedan.
You'll be absolutely safe.	Bićeš potpuno bezbedna.
You're going to be famous.	Бићеш славан.
You're going to be famous.	Бићеш славна.
You're making Tom nervous.	Činiš Toma nervoznim.
You're making Tom nervous.	Tom se unervozio zbog tebe.
You're right on the money.	Скроз си у праву.
You're right on the money.	U pravu si skroz.
You're right on the money.	U pravu si potpuno.
You've misspelled my name.	Pogrešno si napisao moje ime.
Your book is in my office.	Твоја књига је у мојој канцеларији.
Your house is very modern.	Твоја кућа је веома модерна.
A man's home is his castle.	Svoja kućica, svoja slobodica.
A man's home is his castle.	Своја кућица, своја слободица.
Airplanes land at airports.	Avioni sleću na aerodrome.
Aladdin found a magic lamp.	Аладин је пронашао чаробну лампу.
Animals are afraid of fire.	Životinje se plaše vatre.
Can I find you on Facebook?	Mogu li da te nađem na Fejsbuku?
Can I find you on Facebook?	Je l' mogu da te nađem na Fejsu?
Can you guess how old I am?	Možeš li da pogodiš koliko imam godina?
Can you solve this problem?	Možeš li da rešiš ovaj problem?
Carrots cost three dollars.	Šargarepe koštaju tri dolara.
Come and see me after work.	Dođi da me vidiš posle posla.
Could you explain it to me?	Možeš li da mi objasniš?
Could you explain it to me?	Možete li da mi objasnite?
Did Tom change his opinion?	Da li se Tom predomislio?
Did you bring a hair dryer?	Jesi li doneo fen?
Did you bring a hair dryer?	Јеси ли донео фен?
Did you bring a hair dryer?	Да ли си донео фен?
Did you bring a hair dryer?	Da li si doneo fen?
Did you have fun in Boston?	Jesi li se dobro proveo u Bostonu?
Do you know who Tom killed?	Znaš li koga je Tom ubio?
Do you know who Tom killed?	Znaš li kog je Tom ubio?
Do you know who Tom killed?	Znaš li kog je ubio Tom?
Do you want to take a look?	Želiš li da pogledaš?
Don't beat around the bush.	Не обилази као киша око Крагујевца.
Don't worry, I can take it.	Ne brini, mogu ja to.
Exercise has many benefits.	Vežbanje ima mnogo koristi.
Have you ever milked a cow?	Da li si nekad pomuzao kravu?
Have you ever milked a cow?	Да ли си некада помузао краву?
Have you washed the dishes?	Da li si oprao sudove?
Have you washed the dishes?	Da li si oprala sudove?
Have you washed the dishes?	Da li si oprao suđe?
Have you washed the dishes?	Da li si oprala suđe?
Have you washed the dishes?	Jesi li oprao sudove?
Have you washed the dishes?	Jesi li oprala sudove?
Have you washed the dishes?	Jesi li oprao suđe?
Have you washed the dishes?	Jesi li oprala suđe?
He ate a box of chocolates.	On je pojeo kutiju čokolada.
He has an interesting book.	On ima interesantnu knjigu.
He has gone to Switzerland.	Отишао је у Швајцарску.
He looks young for his age.	Izgleda mlad za svoje godine.
He was crossing the street.	Прелазио је улицу.
He's a man of many talents.	On je čovek sa mnogo talenata.
Holland is a small country.	Holandija je mala zemlja.
How long is the Nile River?	Koliko je duga reka Nil?
How long is the Nile River?	Koliko je dugačka reka Nil?
How many books do you have?	Koliko imaš knjiga?
How many people were there?	Koliko ljudi je bilo tamo?
How many people were there?	Koliko je ljudi bilo tamo?
How would you translate it?	Kako bi ti to preveo?
How would you translate it?	Како би ти то превео?
How would you translate it?	Kako bi ti to prevela?
How would you translate it?	Како би ти то превела?
How would you translate it?	Kako biste vi to preveli?
How would you translate it?	Како бисте ви то превели?
I can't imagine doing that.	Ne mogu da zamislim da radim to.
I can't imagine doing that.	Ne mogu da se zamislim dok radim to.
I currently live in Boston.	Trenutno živim u Bostonu.
I don't see the difference.	Не видим разлику.
I don't see the difference.	Ne vidim razliku.
I hate everything about it.	Mrzim sve o tome.
I hate the smell of garlic.	Mrzim miris luka.
I have a plan. Don't worry.	Imam plan. Ne brini.
I have an ace up my sleeve.	Имам кеца у рукаву.
I heard you don't eat meat.	Čuo sam da ne jedeš meso.
I heard you don't eat meat.	Čula sam da ne jedeš meso.
I know how important it is.	Znam koliko je važno.
I let the cat into my room.	Pustio sam mačku u moju sobu.
I like what you've written.	Sviđa mi se šta si napisao.
I like what you've written.	Sviđa mi se šta si napisala.
I lost my train of thought.	Izgubio sam tok misli.
I lost my train of thought.	Изгубио сам ток мисли.
I loved going to the beach.	Voleo sam da idem na plažu.
I loved going to the beach.	Volela sam da idem na plažu.
I passed every single test.	Položio sam svaki test.
I passed every single test.	Položila sam svaki test.
I prefer apples to oranges.	Više volim jabuke od narandži.
I prefer oranges to apples.	Više volim narandže od jabuka.
I really like my teammates.	Stvarno volim članove svog tima.
I really like your sweater.	Zaista mi se sviđa tvoj džemper.
I respect people like that.	Poštujem takve ljude.
I suppose that makes sense.	To valjda ima smisla.
I think I missed something.	Mislim da mi je nešto promaklo.
I think I'll go out to eat.	Mislim da ću izaći napolje da jedem.
I think Tom got a raw deal.	Mislim da je Tom izvukao deblji kraj.
I think Tom got a raw deal.	Мислим да је Том извукао дебљи крај.
I think Tom is progressing.	Mislim da Tom napreduje.
I think Tom likes baseball.	Mislim da Tom voli bejzbol.
I think Tom likes baseball.	Mislim da Tom voli bezbol.
I think about it sometimes.	Razmišljam o tome ponekad.
I think everybody is ready.	Mislim da su svi spremni.
I think it was intentional.	Mislim da je bilo namerno.
I think it's a possibility.	Mislim da je to moguće.
I thought I performed well.	Mislio sam da sam dobro odglumio.
I thought I'd been stabbed.	Mislio sam da sam izboden.
I thought I'd been stabbed.	Pomislio sam da sam izboden.
I thought I'd been stabbed.	Pomislih da sam izboden.
I thought you were married.	Mislio sam da si oženjen.
I thought you were married.	Mislila sam da si oženjen.
I thought you were married.	Mislio sam da si udata.
I thought you were married.	Mislila sam da si udata.
I took part in the contest.	Учествовао сам на конкурсу.
I took part in the contest.	Učestvovao sam na konkursu.
I want to live in the city.	Желим да живим у граду.
I will eat supper at seven.	Вечераћу у седам.
I will eat supper at seven.	Večeraću u sedam.
I wish I'd thought of that.	Voleo bih da sam se ja setio toga.
I wish I'd thought of that.	Volela bih da sam se ja setila toga.
I wish I'd thought of that.	Voleo bih da mi je to palo na pamet.
I wish I'd thought of that.	Volela bih da mi je to palo na pamet.
I write every chance I get.	Pišem svakom prilikom koju dobijem.
I'll call back a bit later.	Nazvaću te malo kasnije.
I'll do everything for you.	Učiniću sve za tebe.
I'll do everything for you.	Учинићу све за тебе.
I'll do everything for you.	Uradiću sve za tebe.
I'll do everything for you.	Урадићу све за тебе.
I'm firmly opposed to this.	Čvrsto sam protiv ovoga.
I'm glad I listened to you.	Drago mi je što sam te poslušao.
I'm going to go take a nap.	Idem da dremnem.
I'm just thinking out loud.	Samo naglas razmišljam.
I'm just thinking out loud.	Само наглас размишљам.
I'm just thinking out loud.	Samo glasno razmišljam.
I'm just thinking out loud.	Само гласно размишљам.
I'm sure Tom owns property.	Siguran sam da Tom poseduje imovinu.
I'm sure Tom owns property.	Sigurna sam da Tom poseduje imovinu.
I'm sure Tom won't help us.	Siguran sam da nam Tom neće pomoći.
I've already told Tom that.	Već sam rekao Tomu to.
I've already told Tom that.	Već sam rekla Tomu to.
I've heard that many times.	Čuo sam to mnogo puta.
If you try, you'll succeed.	Ako probaš, uspećeš.
If you try, you'll succeed.	Ako pokušaš, uspećeš.
Isn't that what you wanted?	Zar nije to ono što si želela?
Isn't that what you wanted?	Зар није то оно што си желела?
Isn't that what you wanted?	Зар ниси то хтео?
Isn't that what you wanted?	Zar nisi to hteo?
Isn't that what you wanted?	Zar nije to ono što si želeo?
Isn't that what you wanted?	Зар није то оно што си желео?
Isn't that what you wanted?	Zar nisi to htela?
Isn't that what you wanted?	Зар ниси то хтела?
It goes with the territory.	То спада у мој посао.
It goes with the territory.	То је моје подручје рада.
It just wasn't meant to be.	Jednostavno nije bilo suđeno.
It was a warm summer night.	Bila je to topla letnja noć.
It was love at first sight.	Била је то љубав на први поглед.
It was love at first sight.	Bila je to ljubav na prvi pogled.
It was love at first sight.	То је била љубав на први поглед.
It's not important anymore.	To više ne igra nikakvu ulogu.
It's not important anymore.	To nije više bitno.
It's too noisy here for me.	Ovde je previše bučno za mene.
It's too noisy here for me.	Za mene je ovde previše bučno.
It's too noisy here for me.	Ovde je previše glasno za mene.
It's too noisy here for me.	Za mene je ovde previše glasno.
It's too noisy here for me.	Ovde je preglasno za mene.
It's too noisy here for me.	Za mene je ovde preglasno.
It's too smoky here for me.	Ovde je previše dima za mene.
It's too smoky here for me.	Ovde ima previše dima za mene.
Lemons contain citric acid.	Limun sadrži limunsku kiselinu.
Let's not discuss this now.	Hajde da ne pričamo o ovome sada.
Let's sit for five minutes.	Hajde da sednemo na pet minuta.
Men want to feel important.	Muškarci žele da se osećaju značajno.
Mr. Jackson is our teacher.	G. Džekson je naš učitelj.
My future is in your hands.	Moja budućnost je u tvojim rukama.
My future is in your hands.	Moja budućnost je u vašim rukama.
My mother was an alcoholic.	Majka mi je bila alkoholičarka.
My mother was an alcoholic.	Moja majka je bila alkoholičarka.
Napoleon's horse was white.	Napoleonov konj je bio beo.
No one trusts him any more.	Нико му више не верује.
No one trusts him any more.	Niko mu više ne veruje.
None of us knew what to do.	Niko od nas nije znao šta da radi.
None of us saw Tom do that.	Niko od nas nije video Toma kako radi to.
None of us saw Tom do that.	Niko od nas nije video da Tom radi to.
Now isn't a very good time.	Sada nije najbolji trenutak.
People need to stop hating.	Ljudi treba da prestanu sa mržnjom.
Please wait a while longer.	Molim te, sačekaj još malo.
She's way out of my league.	Ona je baš izvan moje lige.
Somebody needs to hire Tom.	Neko treba da zaposli Toma.
Someone told me about that.	Neko mi je rekao za to.
That will be all for today.	To bi bilo sve za danas.
That will be all for today.	То би било све за данас.
That's really nice to hear.	To je zaista lepo čuti.
The book fell to the floor.	Knjiga je pala na pod.
The eagle is king of birds.	Орао је цар птица.
The eagle is king of birds.	Orao je car ptica.
The judge banged his gavel.	Судија је лупио чекићем.
The judge banged his gavel.	Sudija je lupio čekićem.
The ship's hull is damaged.	Brodski trup je oštećen.
There's no reason to panic.	Nema razloga za paniku.
There's nothing to stop us.	Ništa nas ne može zaustaviti.
They don't like to do that.	Ne vole da rade to.
They probably hate me, too.	Oni verovatno mrze i mene.
This hat is from Australia.	Ovaj šešir je iz Australije.
This is never going to end.	Ovo se nikada neće završiti.
This is useful information.	Ovo su korisne informacije.
This isn't your hat, is it?	Ovo nije tvoja kapa, zar ne?
This road goes to the city.	Ovaj put vodi u grad.
This road goes to the city.	Овај пут води у град.
Tom certainly has a temper.	Tom baš ima narav.
Tom doesn't care what I do.	Toma nije briga šta radim.
Tom has a beautiful garden.	Tom ima lepu baštu.
Tom has the right attitude.	Tom ima pravi stav.
Tom hasn't been heard from.	Nismo čuli ništa od Toma.
Tom hates being left alone.	Tom mrzi da bude ostavljen sam.
Tom hates his tiny bedroom.	Tom mrzi svoju malu spavaću sobu.
Tom hesitated for a second.	Tom je oklevao na trenutak.
Tom invited Mary to supper.	Tom je pozvao mariju na večeru.
Tom is always bothering me.	Tom mi uvek smeta.
Tom is studying web design.	Tom uči veb-dizajn.
Tom probably hates me, too.	Tom verovatno mrzi i mene.
Tom said he wanted my help.	Tom je rekao da mu treba moja pomoć.
Tom said he wanted my help.	Tom je rekao da mu je potrebna moja pomoć.
Tom says that he's healthy.	Tom kaže da je zdrav.
Tom still doesn't eat meat.	Tom još uvek ne jede meso.
Tom told me not to do that.	Tom mi je rekao da ne radim to.
Tom turned green with envy.	Tom je pozeleneo od zavisti.
Tom was interested in that.	Tom je bio zainteresovan.
Tom was quiet for a moment.	Tom je bio tih na trenutak.
Tom was unsure what to say.	Tom nije bio siguran šta da kaže.
Tom wasn't afraid of death.	Tom se nije plašio smrti.
Tom will take a look at it.	Toma će da pogleda.
Tom will take a look at it.	Toma će pogledati.
Tom would never admit that.	Tom nikad ne bi priznao to.
We demonstrated peacefully.	Мирно смо протестовали.
We have to do the shopping.	Moramo da odemo u kupovinu.
We know something about it.	Znamo nešto o tome.
We ran out of the building.	Ми смо истрчали из грађевине.
We want complete sentences.	Želimo kompletne rečenice.
We went to school together.	Ишли смо заједно у школу.
We went to school together.	Zajedno smo išli u školu.
We'll have to wait and see.	Мораћемо да сачекамо и видимо.
We'll have to wait and see.	Ми ћемо морати да сачекамо и видимо.
We're just getting started.	Тек смо почели.
We've already settled that.	To smo već odlučili.
What are you talking about?	О чему Ви говорите?
What are you talking about?	О чему причаш?
What are you talking about?	O čemu govoriš?
What are you trying to say?	Шта хоћеш тиме да кажеш?
What are you trying to say?	Šta hoćete time da kažete?
What do you want to ask me?	Šta želiš da me pitaš?
What exactly are you doing?	Šta ti ustvari radiš?
What exactly are you doing?	Шта ти уствари радиш?
What language do you speak?	Koji jezik govoriš?
What language do you speak?	Који језик говориш?
What's your marital status?	Kakav ti je materijalni status?
What's your marital status?	Kakav vam je materijalni status?
When did you come to Paris?	Kada ste došli u Pariz?
When did you come to Paris?	Када сте дошли у Париз?
Where are we going to meet?	Gde ćemo da se nađemo?
Where are we going to meet?	Gde ćemo da se sastanemo?
Where does your uncle live?	Gde živi tvoj ujak?
Where's Tom going to sleep?	Где ће Том спавати?
Where's Tom going to sleep?	Где ће Том да спава?
Where's Tom going to sleep?	Gde će Tom spavati?
Where's Tom going to sleep?	Gde će Tom da spava?
Which way is the right way?	Koji je pravi način?
Which way is the right way?	Који је прави начин?
Who are these presents for?	Za koga su ovi pokloni?
Who have you helped lately?	Kome si pomogao u skorije vreme?
Who have you helped lately?	Kome ste pomogli u skorije vreme?
Who's the fastest one here?	Ko je ovde najbrži?
Why didn't you tell anyone?	Zašto nisi rekao nekome?
Why do you hate me so much?	Zašto me toliko mrziš?
Why do you hate me so much?	Зашто ме толико мрзиш?
Why is love so complicated?	Зашто је љубав тако компликована?
Why is love so complicated?	Zašto je ljubav tako komplikovana?
Will you give me some time?	Hoćeš li mi dati malo vremena?
You are always complaining.	Увек се жалиш.
You eat too much junk food.	Jedeš previše nezdrave hrane.
You lied to me, didn't you?	Ti si me lagao, zar ne?
You look good for your age.	Изгледаш добро за своје године.
You look good for your age.	Izgledaš dobro za svoje godine.
You'll never take me alive.	Nikada me nećete uhvatiti živog.
You're the love of my life.	Ti si ljubav mog života.
You're the love of my life.	Ти си љубав мог живота.
You've been really helpful.	Stvarno si mi pomogao.
You've been really helpful.	Stvarno si mi pomogla.
You've been really helpful.	Stvarno ste mi pomogli.
An elephant has a long nose.	Слон има дугачак нос.
Are you free this afternoon?	Da li si slobodan danas popodne?
Are you free this afternoon?	Да ли си слободан данас поподне?
Barack Obama is a Christian.	Barak Obama je hrišćanin.
Blood is thicker than water.	Крв није вода.
Blood is thicker than water.	Krv nije voda.
Can I talk to you privately?	Могу ли да разговарам са тобом насамо?
Can I talk to you privately?	Mogu li da razgovaram sa tobom nasamo?
Can I talk to you privately?	Могу ли да разговарам са тобом у четири ока?
Can I talk to you privately?	Mogu li da razgovaram sa tobom četiri oka?
Can Tom really speak French?	Govori li Tom stvarno francuski?
Can Tom really speak French?	Da li Tom stvarno govori francuski?
Did he accomplish his goals?	Da li je ispunio svoje ciljeve?
Do you feel all right today?	Da li se osećaš dobro danas?
Do you have any news for me?	Imaš li neke vesti za mene?
Do you like roller coasters?	Da li voliš roler-kostere?
Do you like roller coasters?	Da li volite roler-kostere?
Do you like roller coasters?	Voliš li roler-kostere?
Do you play any instruments?	Sviraš li neki instrument?
Do you play any instruments?	Da li sviraš neki instrument?
Don't you remember anything?	Ne sećaš se ničega?
France is in Western Europe.	Francuska je u Zapadnoj Evropi.
He breathed his last breath.	Издахнуо је.
He breathed his last breath.	Izdahnuo je.
He breathed his last breath.	Он је издахнуо.
He breathed his last breath.	On je izdahnuo.
He couldn't start the motor.	Није могао да упали мотор.
He jumped across the puddle.	Прескочио је бару.
He jumped across the puddle.	Preskočio je baru.
He quit smoking cold turkey.	Нагло је престао да пуши.
He was murdered on the spot.	Убијен је на лицу места.
He was murdered on the spot.	Ubijen je na licu mesta.
His house was small and old.	Његова кућа је мала и стара.
How long does a turtle live?	Koliko dugo živi kornjača?
How long have you been here?	Koliko si već dugo ovde?
How long have you been here?	Koliko dugo si ovde?
How long have you been here?	Колико си дуго овде?
How long have you been here?	Колико дуго си био овде?
I almost forgot my passport.	Умало да заборавим пасош.
I almost forgot my passport.	Umalo da zaboravim pasoš.
I almost forgot my passport.	Замало да заборавим пасош.
I almost forgot my passport.	Zamalo da zaboravim pasoš.
I am a citizen of the world.	Ja sam građanin sveta.
I am a citizen of the world.	Ја сам грађанин света.
I chose between two options.	Bira sam između dve mogućnosti.
I couldn't help Tom do that.	Nisam mogo da pomognem Tomu da uradi to.
I couldn't help Tom do that.	Nisam mogla da pomognem Tomu da uradi to.
I didn't enjoy it very much.	Nije mi se baš svidelo.
I didn't plan on doing that.	Nisam planirao da uradim to.
I forget where I put my hat.	Zaboravljam gde ostavim kapu.
I forget where I put my hat.	Zaboravljam gde ostavim šešir.
I have been looking for you.	Ја сам вас тражио.
I have been looking for you.	Тражила сам те.
I have been looking for you.	Tražila sam te.
I have been looking for you.	Тражио сам те.
I have been looking for you.	Tražio sam te.
I have been looking for you.	Тражила сам вас.
I have been looking for you.	Tražila sam vas.
I have been looking for you.	Тражио сам вас.
I have been looking for you.	Tražio sam vas.
I have no desire to do that.	Nemam želju za tim.
I have no desire to do that.	Nemam želju da uradim to.
I haven't seen her for ages.	Одавно је нисам видео.
I haven't seen her for ages.	Odavno je nisam video.
I hope it's nothing serious.	Nadam se da nije ništa ozbiljno.
I know that this is strange.	Znam da je ovo čudno.
I probably won't watch this.	Verovatno neću gledati ovo.
I probably won't watch this.	Verovatno neću da gledam ovo.
I really feel sorry for Tom.	Stvarno mi je žao Toma.
I really feel sorry for Tom.	Jao mi je žao Toma.
I think Tom is pretty angry.	Mislim da je Tom prilično ljut.
I think Tom is pretty angry.	Mislim da je Tom prilično besan.
I think Tom is really smart.	Mislim da je tom veoma pametan.
I think Tom is still around.	Mislim da je Tom još uvek tu negde.
I think about Tom sometimes.	Razmišljam o Tomu ponekad.
I think about Tom sometimes.	Ponekad razmišljam o Tomu.
I thought I could trust Tom.	Mislio sam da sam mogao da se pouzdam u Toma.
I told you it wouldn't work.	Рекао сам вам да то не функционише.
I totally disagree with you.	U potpunosti se ne slažem sa tobom.
I totally disagree with you.	Nimalo se ne slažem sa tobom.
I was as cool as a cucumber.	Био сам хладан као шприцер.
I was just playing for time.	Samo sam oduglovačio.
I was just playing for time.	Само сам одугловачио.
I won't be home next Sunday.	Neću biti kući sledeće nedelje.
I'll find the money somehow.	Naći ću novac nekako.
I'll find the money somehow.	Nekako ću naći novac.
I'll see if Tom can help us.	Videću da li Tom može da nam pomogne.
I'll see if Tom can help us.	Videću može li Tom da nam pomogne.
I'll talk to Tom about this.	Razgovaraću sa Tomom o ovome.
I'll talk to Tom about this.	Pričaću sa Tomom o ovome.
I'll teach you how to write.	Naučiću te da pišeš.
I'll tell you the truth now.	Reći ću ti sada istinu.
I'll tell you the truth now.	Reći ću vam sada istinu.
I'll tell you the truth now.	Рећи ћу ти сада истину.
I'll tell you the truth now.	Рећи ћу вам сада истину.
I'm not hiding from anybody.	Ne krijem se ni od kog.
I'm not hiding from anybody.	Ne krijem se ni od koga.
I'm really happy to be here.	Zaista sam srećan što sam ovde.
I'm really happy to be here.	Zaista sam srećna što sam ovde.
I'm really happy to be here.	Zaista se radujem što sam ovde.
I'm really happy to be here.	Stvarno sam srećan što sam ovde.
I'm really happy to be here.	Stvarno sam srećna što sam ovde.
I'm really happy to be here.	Stvarno se radujem što sam ovde.
I've already written to Tom.	Već sam pisao Tomu.
I've already written to Tom.	Već sam pisala Tomu.
I've heard this joke before.	Već sam čuo ovaj vic ranije.
I've never seen Tom so busy.	Nikad nisam video Toma ovako zauzetog.
Is everything OK between us?	Da li je sve u redu između nas?
Is everything OK between us?	Да ли је све у реду између нас?
It used to be peaceful here.	Ovde je nekad bilo mirno.
It was a very romantic kiss.	Bio je to veoma romantičan poljubac.
It's a risk we have to take.	To je rizik koji moramo da preuzmemo.
It's not as bad as it looks.	Није тако лоше као што изгледа.
It's not as bad as it looks.	Није тако страшно као што изгледа.
It's theoretically possible.	Теоретски је могуће.
It's time for you to get up.	Vreme je da ustaneš.
It's time for you to get up.	Време је да устанеш.
It's what I'm used to doing.	To sam navikao da radim.
It's what I'm used to doing.	To sam navikla da radim.
It's what I'm used to doing.	Navika mi je da radim to.
It's what I'm used to doing.	Ušlo mi je u naviku da radim to.
Let's rest for five minutes.	Hajde da se odmorimo na pet minuta.
Let's rest for five minutes.	Odmorimo se na pet minuta.
May I interrupt you a while?	Da li bi mogao da te prekinem na trenutak samo?
Most people think I'm crazy.	Većina ljudi me smatra ludim.
My uncle has a large family.	Moj ujak ima veliku porodicu.
Nobody cares what you think.	Nikoga ne zanima tvoje mišljenje.
Please excuse my being late.	Molim Vas izvinite što kasnim.
Please send me your picture.	Molim te, pošalji mi tvoju sliku.
Please wait until I'm ready.	Molim te, sačekaj dok ne budem spreman.
Please wait until I'm ready.	Molim te, sačekaj dok ne budem spremna.
Please write your name here.	Napišite svoje ime ovde.
Rainy season begins in June.	Kišna sezona počinje u junu.
Rainy season begins in June.	Kišna sezona počinje juna.
She was wearing a black hat.	Ona je nosila crni šešir.
Some girls just never learn.	Neke devojke jednostavno nikad ne nauče.
Take off your socks, please.	Molim te skini čarape.
That doesn't sound like you.	То баш не личи на тебе.
That guy is completely nuts!	Taj mladić je potpuno lud!
That guy is completely nuts!	Taj tip je potpuno lud!
That was just the beginning.	To je bio samo početak.
That was just the beginning.	То је био само почетак.
That whiskey is very strong.	Тај виски је веома јак.
That's a very rude question.	To je veoma neljubazno pitanje.
The book costs five dollars.	Knjiga je koštala pet dolara.
The first stage is complete.	Prva faza je završena.
The meeting lasted one hour.	Sastanak je trajao sat vremena.
The new movie was a big hit.	Нови филм је био велики хит.
The talks should begin soon.	Govori bi trebalo da počnu uskoro.
There is milk in the fridge.	Ima mleka u frižideru.
There's no doubt about that.	Nema sumnje u vezi toga.
They decided to get married.	Odlučili su da se uzmu.
They decided to get married.	Одлучили су да се узму.
They laughed at his mistake.	Они су се смејали због његове грешке.
They replaced coal with oil.	Они су заменили угаљ нафтом.
They were caught red-handed.	Uhvaćeni su na delu.
They were caught red-handed.	Ухваћени су на делу.
They were so happy together.	Bili su tako srećni zajedno.
They're only trying to help.	Samo se trude da pomognu.
They're only trying to help.	Samo pokušavaju da pomognu.
This is just like old times.	Као у добра стара времена.
This is just like old times.	Kao u dobra stara vremena.
This is just like old times.	Kao u stara lepa vremena.
This money will really help.	Ovaj novac će stvarno pomoći.
Tom doesn't like doing that.	Tom ne voli da radi to.
Tom doesn't like to do that.	Tom ne voli da radi to.
Tom hasn't had an easy life.	Том није имао лак живот.
Tom is a third-year student.	Tom je student treće godine.
Tom is always ready to help.	Tom je uvek spreman da pomogne.
Tom is learning programming.	Tom uči programiranje.
Tom is learning programming.	Tom uči da programira.
Tom is playing with his son.	Tom se igra sa svojim sinom.
Tom is trying to be helpful.	Tom se trudi da pomogne.
Tom is trying to be helpful.	Tom pokušava da pomogne.
Tom is trying to be helpful.	Tom se trudi da bude koristan.
Tom liked his job very much.	Tomu se veoma dopao svoj posao.
Tom played his highest card.	Tom je igrao s najvišom kartom.
Tom played his highest card.	Том је одиграо на најјачу карту.
Tom says I'm too aggressive.	Tom kaže da sam previše agresivan.
Tom says I'm too aggressive.	Tom kaže da sam previše agresivna.
Tom spoke for three minutes.	Tom je govorio tri minuta.
Tom started moaning in pain.	Tom je počeo da stenje od bolova.
Tom stayed for several days.	Tom je ostao nekoliko dana.
Tom stayed for several days.	Tom je ostao par dana.
Tom used to be scared of me.	Tom se ranije bojao mene.
Tom used to be scared of me.	Tom se ranije plašio mene.
Tom used to be scared of me.	Tom se nekada bojao mene.
Tom used to be scared of me.	Tom se nekada plašio mene.
Tom used to be scared of me.	Tom se ranije bojao od mene.
Tom used to be scared of me.	Tom se nekada plašio od mene.
Tom was wearing a black hat.	Tom je nosio crni šešir.
Tom wasn't right about that.	Tom nije bio u pravu za to.
Tom will buy a new computer.	Том ће купити нов компјутер.
Tom will buy a new computer.	Том ће купити нов рачунар.
Tom won't come to our party.	Tom neće doći na žurku.
Tom won't come to our party.	Tom neće doći na zabavu.
Tom works from nine to five.	Tom radi od devet do pet.
Tom writes better than I do.	Tom piše bolje od mene.
Tom writes better than I do.	Tom piše lepše od mene.
Water power turns the wheel.	Snaga vode okreće točak.
We can't be friends anymore.	Više ne možemo da budemo prijatelji.
We don't know our neighbors.	Не знамо наше комшије.
We don't know our neighbors.	Ne znamo naše komšije.
